0,1,2,session,policy_area,party,state
0.0174,0.0229,0.0178,113,Public Lands and Natural Resources,Republican,UT
0.019,0.0229,0.0181,113,"Civil Rights and Liberties, Minority Issues",Republican,UT
0.0028,0.0229,0.0063,113,Education,Republican,UT
0.0063,0.0229,0.0089,113,Social Welfare,Republican,UT
0.0028,0.0229,0.0063,113,Education,Republican,UT
0.0494,0.0538,0.0488,113,Government Operations and Politics,Republican,UT
0.0497,0.0229,0.0495,113,Emergency Management,Republican,UT
0,0.0163,0.0043,113,Taxation,Republican,UT
0.0104,0.0229,0.0123,113,Economics and Public Finance,Republican,UT
0.0021,0.0229,0.0057,113,Labor and Employment,Republican,UT
0.0068,0.0229,0.0093,113,Environmental Protection,Republican,UT
0.0068,0.0229,0.0093,113,Environmental Protection,Republican,UT
0.0021,0.0229,0.0057,113,Labor and Employment,Republican,UT
0.0186,0.0229,0.0191,113,Immigration,Republican,UT
0.0186,0.0229,0.0191,113,Immigration,Republican,UT
0.0494,0.0538,0.0488,113,Government Operations and Politics,Republican,UT
0.015,0.0229,0.0162,113,Health,Republican,UT
0,0.0163,0.0043,113,Taxation,Republican,UT
0.019,0.0229,0.0181,113,"Civil Rights and Liberties, Minority Issues",Republican,UT
0.028,0.0247,0.0301,113,International Affairs,Republican,UT
0.028,0.0247,0.0301,113,International Affairs,Republican,UT
0.0205,0.0229,0.0242,113,Economics and Public Finance,Republican,UT
0.0434,0.0241,0.0381,114,Armed Forces and National Security,Republican,UT
0.0112,0.0241,0.0136,114,Environmental Protection,Republican,UT
0.0453,0.0261,0.0436,114,International Affairs,Republican,UT
0.019,0.0241,0.0193,114,Commerce,Republican,UT
0.0341,0.0241,0.031,114,Transportation and Public Works,Republican,UT
0.0309,0.0241,0.0264,114,"Civil Rights and Liberties, Minority Issues",Republican,UT
0.0035,0.0241,0.0083,114,Labor and Employment,Republican,UT
0.017,0.0241,0.0179,114,Economics and Public Finance,Republican,UT
0.0115,0.0241,0.014,114,Housing and Community Development,Republican,UT
0.0283,0.0241,0.026,114,Public Lands and Natural Resources,Republican,UT
0.0035,0.0241,0.0083,114,Labor and Employment,Republican,UT
0.019,0.0241,0.0193,114,Commerce,Republican,UT
0.0283,0.0241,0.026,114,Public Lands and Natural Resources,Republican,UT
0.0046,0.0241,0.0092,114,Education,Republican,UT
0.0035,0.0241,0.0083,114,Labor and Employment,Republican,UT
0.0434,0.0241,0.0381,114,Armed Forces and National Security,Republican,UT
0.0358,0.0241,0.0327,114,"Science, Technology, Communications",Republican,UT
0.017,0.0241,0.0179,114,Economics and Public Finance,Republican,UT
0.0103,0.0241,0.013,114,Social Welfare,Republican,UT
0.0046,0.0241,0.0092,114,Education,Republican,UT
0,0.0241,0.0063,114,Foreign Trade and International Finance,Republican,UT
0.019,0.0241,0.0193,114,Commerce,Republican,UT
0.017,0.0241,0.0179,114,Economics and Public Finance,Republican,UT
0.01,0.0241,0.0203,114,Agriculture and Food,Republican,UT
0.01,0.0241,0.0203,114,Agriculture and Food,Republican,UT
0.0283,0.0241,0.026,114,Public Lands and Natural Resources,Republican,UT
0.0283,0.0241,0.026,114,Public Lands and Natural Resources,Republican,UT
0.117,0.0283,0.1004,114,Congress,Republican,UT
0.0789,0.0567,0.0701,114,Government Operations and Politics,Republican,UT
0.0789,0.0567,0.0701,114,Government Operations and Politics,Republican,UT
0.117,0.0283,0.1004,114,Congress,Republican,UT
0.0365,0.0241,0.0342,114,Crime and Law Enforcement,Republican,UT
0.0283,0.0241,0.026,114,Public Lands and Natural Resources,Republican,UT
0.0365,0.0241,0.0342,114,Crime and Law Enforcement,Republican,UT
0.0789,0.0567,0.0701,114,Government Operations and Politics,Republican,UT
0.0046,0.0241,0.0092,114,Education,Republican,UT
0,0.0241,0.0038,114,Economics and Public Finance,Republican,UT
0.0045,0.0204,0.0058,115,Housing and Community Development,Republican,UT
0.0075,0.0204,0.008,115,Commerce,Republican,UT
0.0145,0.0204,0.0144,115,Crime and Law Enforcement,Republican,UT
0.004,0.0204,0.0054,115,Social Welfare,Republican,UT
0.0145,0.0204,0.0144,115,Crime and Law Enforcement,Republican,UT
0.0014,0.0204,0.0034,115,Labor and Employment,Republican,UT
0.049,0.024,0.0439,115,Congress,Republican,UT
0.0075,0.0204,0.008,115,Commerce,Republican,UT
0.0145,0.0204,0.0144,115,Crime and Law Enforcement,Republican,UT
0.0145,0.0204,0.0144,115,Crime and Law Enforcement,Republican,UT
0.0067,0.0204,0.0075,115,Economics and Public Finance,Republican,UT
0,0.0204,0.0026,115,Foreign Trade and International Finance,Republican,UT
0.0018,0.0204,0.0038,115,Education,Republican,UT
0.0044,0.0204,0.0056,115,Environmental Protection,Republican,UT
0.0145,0.0204,0.0144,115,Crime and Law Enforcement,Republican,UT
0.0014,0.0204,0.0034,115,Labor and Employment,Republican,UT
0.012,0.0204,0.0116,115,Immigration,Republican,UT
0.0067,0.0204,0.0075,115,Economics and Public Finance,Republican,UT
0.0181,0.0221,0.0184,115,International Affairs,Republican,UT
0.0039,0.0204,0.0085,115,Agriculture and Food,Republican,UT
0.0039,0.0204,0.0085,115,Agriculture and Food,Republican,UT
0.0323,0.0483,0.0301,115,Government Operations and Politics,Republican,UT
0.0014,0.0204,0.0034,115,Labor and Employment,Republican,UT
0.0142,0.0204,0.0137,115,"Science, Technology, Communications",Republican,UT
0.0573,0.0442,0.052,115,Environmental Protection,Republican,UT
0.0849,0.0442,0.0679,115,Economics and Public Finance,Republican,UT
0,0.0268,0.0264,113,Congress,Democratic,MA
0,0.0229,0.0029,113,Energy,Democratic,MA
0,0.0229,0.0077,113,Transportation and Public Works,Democratic,MA
0,0.0229,0.0029,113,Energy,Democratic,MA
0,0.0229,0.0047,113,Commerce,Democratic,MA
0,0.0229,0.0095,113,Armed Forces and National Security,Democratic,MA
0,0.0229,0.0077,113,Transportation and Public Works,Democratic,MA
0,0.0229,0.0077,113,Transportation and Public Works,Democratic,MA
0,0.0229,0.0016,113,Private Legislation,Democratic,MA
0,0.0229,0.0064,113,Public Lands and Natural Resources,Democratic,MA
0,0.0229,0.0081,113,"Science, Technology, Communications",Democratic,MA
0,0.0229,0.0085,113,Crime and Law Enforcement,Democratic,MA
0,0.0229,0.0095,113,Armed Forces and National Security,Democratic,MA
0,0.0229,0.0029,113,Energy,Democratic,MA
0,0.0229,0.0058,113,Health,Democratic,MA
0,0.0163,0.0015,113,Taxation,Democratic,MA
0,0.0229,0.0029,113,Energy,Democratic,MA
0,0.0229,0.0077,113,Transportation and Public Works,Democratic,MA
0,0.0229,0.0029,113,Energy,Democratic,MA
0,0.0229,0.0058,113,Health,Democratic,MA
0,0.0163,0.0015,113,Taxation,Democratic,MA
0,0.0229,0.0085,113,Crime and Law Enforcement,Democratic,MA
0,0.0229,0.0029,113,Energy,Democratic,MA
0,0.0229,0.0058,113,Health,Democratic,MA
0,0.0247,0.0109,113,International Affairs,Democratic,MA
0,0.0247,0.0109,113,International Affairs,Democratic,MA
0,0.0229,0.0064,113,Public Lands and Natural Resources,Democratic,MA
0,0.0229,0.0058,113,Health,Democratic,MA
0,0.0229,0.0058,113,Health,Democratic,MA
0,0.0229,0.0022,113,Education,Democratic,MA
0,0.0229,0.0058,113,Health,Democratic,MA
0,0.0229,0.0058,113,Health,Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0229,0.0088,114,Transportation and Public Works,Democratic,MA
0,0.0229,0.0088,114,Transportation and Public Works,Democratic,MA
0,0.0229,0.0073,114,Public Lands and Natural Resources,Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0229,0.0073,114,Public Lands and Natural Resources,Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0229,0.0026,114,Education,Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0229,0.0097,114,Crime and Law Enforcement,Democratic,MA
0,0.0229,0.0067,114,Health,Democratic,MA
0,0.0229,0.0067,114,Health,Democratic,MA
0,0.0229,0.0067,114,Health,Democratic,MA
0,0.0229,0.0067,114,Health,Democratic,MA
0,0.0229,0.0097,114,Crime and Law Enforcement,Democratic,MA
0,0.0163,0.0018,114,Taxation,Democratic,MA
0,0.0229,0.0054,114,Commerce,Democratic,MA
0,0.0229,0.0088,114,Transportation and Public Works,Democratic,MA
0,0.0163,0.0018,114,Taxation,Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0229,0.0093,114,"Science, Technology, Communications",Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0229,0.0023,114,Labor and Employment,Democratic,MA
0,0.0247,0.0124,114,International Affairs,Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0229,0.0038,114,Environmental Protection,Democratic,MA
0,0.0229,0.0088,114,Transportation and Public Works,Democratic,MA
0,0.0229,0.0109,114,Armed Forces and National Security,Democratic,MA
0,0.0229,0.0073,114,Public Lands and Natural Resources,Democratic,MA
0,0.0229,0.0088,114,Transportation and Public Works,Democratic,MA
0,0.0229,0.0038,114,Environmental Protection,Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0247,0.0124,114,International Affairs,Democratic,MA
0,0.0247,0.0124,114,International Affairs,Democratic,MA
0,0.0229,0.0109,114,Armed Forces and National Security,Democratic,MA
0,0.0163,0.0018,114,Taxation,Democratic,MA
0,0.0229,0.0038,114,Environmental Protection,Democratic,MA
0,0.0229,0.003,114,Social Sciences and History,Democratic,MA
0,0.0229,0.003,114,Finance and Financial Sector,Democratic,MA
0,0.0229,0.0067,114,Health,Democratic,MA
0,0.0538,0.0204,114,Government Operations and Politics,Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0229,0.0097,114,Crime and Law Enforcement,Democratic,MA
0,0.0247,0.0124,114,International Affairs,Democratic,MA
0,0.0229,0.0097,114,Crime and Law Enforcement,Democratic,MA
0,0.0229,0.0073,114,Public Lands and Natural Resources,Democratic,MA
0,0.0163,0.0018,114,Taxation,Democratic,MA
0,0.0247,0.0124,114,International Affairs,Democratic,MA
0,0.0229,0.0067,114,Health,Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0229,0.0088,114,Transportation and Public Works,Democratic,MA
0,0.0229,0.0088,114,Transportation and Public Works,Democratic,MA
0,0.0229,0.0054,114,Commerce,Democratic,MA
0,0.0229,0.0067,114,Health,Democratic,MA
0,0.0229,0.0109,114,Armed Forces and National Security,Democratic,MA
0,0.0163,0.0018,114,Taxation,Democratic,MA
0,0.0229,0.0093,114,"Science, Technology, Communications",Democratic,MA
0,0.0229,0.0033,114,Energy,Democratic,MA
0,0.0204,0.0039,115,Transportation and Public Works,Democratic,MA
0,0.0146,8.00E-04,115,Taxation,Democratic,MA
0,0.0204,0.0049,115,Armed Forces and National Security,Democratic,MA
0,0.0204,0.0049,115,Armed Forces and National Security,Democratic,MA
0,0.0204,0.0015,115,Energy,Democratic,MA
0,0.0204,0.0049,115,Armed Forces and National Security,Democratic,MA
0,0.0204,0.0044,115,Crime and Law Enforcement,Democratic,MA
0,0.0204,0.0013,115,Finance and Financial Sector,Democratic,MA
0,0.0204,0.0039,115,Transportation and Public Works,Democratic,MA
0,0.0204,0.003,115,Health,Democratic,MA
0,0.0204,0.0042,115,"Science, Technology, Communications",Democratic,MA
0,0.0204,0.0015,115,Energy,Democratic,MA
0,0.0204,0.0044,115,Crime and Law Enforcement,Democratic,MA
0,0.0221,0.0056,115,International Affairs,Democratic,MA
0,0.0204,0.0044,115,Crime and Law Enforcement,Democratic,MA
0,0.0221,0.0056,115,International Affairs,Democratic,MA
0,0.0204,0.0042,115,"Science, Technology, Communications",Democratic,MA
0,0.0221,0.0056,115,International Affairs,Democratic,MA
0,0.0204,0.003,115,Health,Democratic,MA
0,0.0204,0.0042,115,"Science, Technology, Communications",Democratic,MA
0,0.0204,0.0049,115,Armed Forces and National Security,Democratic,MA
0,0.0204,0.0039,115,Transportation and Public Works,Democratic,MA
0,0.0204,0.0039,115,Transportation and Public Works,Democratic,MA
0,0.0204,0.0039,115,Transportation and Public Works,Democratic,MA
0,0.0204,8.00E-04,115,Foreign Trade and International Finance,Democratic,MA
0,0.0204,0.0015,115,Energy,Democratic,MA
0,0.0146,8.00E-04,115,Taxation,Democratic,MA
0,0.0204,0.0015,115,Energy,Democratic,MA
0,0.0204,0.0033,115,Public Lands and Natural Resources,Democratic,MA
0,0.0204,0.003,115,Health,Democratic,MA
0,0.0204,0.0011,115,Education,Democratic,MA
0,0.0204,0.0042,115,"Science, Technology, Communications",Democratic,MA
0,0.0204,0.0015,115,Energy,Democratic,MA
0,0.0229,0.0023,114,None reported,Democratic,MA
0,0.0204,0.001,115,None reported,Democratic,MA
0.0104,0.0229,0.0133,113,Health,Republican,AZ
0.0121,0.0229,0.0146,113,Public Lands and Natural Resources,Republican,AZ
0.013,0.0229,0.0156,113,Immigration,Republican,AZ
0.0188,0.0229,0.0215,113,Armed Forces and National Security,Republican,AZ
0.0157,0.0229,0.0193,113,Crime and Law Enforcement,Republican,AZ
0.0121,0.0229,0.0146,113,Public Lands and Natural Resources,Republican,AZ
0.0157,0.0229,0.0193,113,Crime and Law Enforcement,Republican,AZ
0.0402,0.0252,0.0419,113,Native Americans,Republican,AZ
0.0104,0.0229,0.0133,113,Health,Republican,AZ
0.0188,0.0229,0.0215,113,Armed Forces and National Security,Republican,AZ
0.0121,0.0229,0.0146,113,Public Lands and Natural Resources,Republican,AZ
0.0042,0.0229,0.0114,113,Agriculture and Food,Republican,AZ
0.0154,0.0229,0.0184,113,"Science, Technology, Communications",Republican,AZ
0.0305,0.0241,0.0314,114,Armed Forces and National Security,Republican,AZ
0.0171,0.0241,0.0194,114,Health,Republican,AZ
0.0171,0.0241,0.0194,114,Health,Republican,AZ
0.0305,0.0241,0.0314,114,Armed Forces and National Security,Republican,AZ
0.0645,0.0265,0.0605,114,Native Americans,Republican,AZ
0.0256,0.0241,0.0281,114,Crime and Law Enforcement,Republican,AZ
0.0239,0.0241,0.0254,114,Transportation and Public Works,Republican,AZ
0.0305,0.0241,0.0314,114,Armed Forces and National Security,Republican,AZ
0.0212,0.0241,0.0228,114,Immigration,Republican,AZ
0.0212,0.0241,0.0228,114,Immigration,Republican,AZ
0.0562,0.0567,0.058,114,Government Operations and Politics,Republican,AZ
0,0.0241,0.0054,114,Law,Republican,AZ
0.0305,0.0241,0.0314,114,Armed Forces and National Security,Republican,AZ
0.0198,0.0241,0.0213,114,Public Lands and Natural Resources,Republican,AZ
0.0119,0.0241,0.0147,114,Economics and Public Finance,Republican,AZ
0.0562,0.0567,0.058,114,Government Operations and Politics,Republican,AZ
0.0256,0.0241,0.0281,114,Crime and Law Enforcement,Republican,AZ
0.0212,0.0241,0.0228,114,Immigration,Republican,AZ
0.0239,0.0241,0.0254,114,Transportation and Public Works,Republican,AZ
0.0305,0.0241,0.0314,114,Armed Forces and National Security,Republican,AZ
0.0171,0.0241,0.0194,114,Health,Republican,AZ
0.0645,0.0265,0.0605,114,Native Americans,Republican,AZ
0.0305,0.0241,0.0314,114,Armed Forces and National Security,Republican,AZ
0.0305,0.0241,0.0314,114,Armed Forces and National Security,Republican,AZ
0.0305,0.0241,0.0314,114,Armed Forces and National Security,Republican,AZ
0.0645,0.0265,0.0605,114,Native Americans,Republican,AZ
0.0319,0.0261,0.0359,114,International Affairs,Republican,AZ
0,0.0172,0.0052,114,Taxation,Republican,AZ
0,0.0172,0.0052,114,Taxation,Republican,AZ
0.0305,0.0241,0.0314,114,Armed Forces and National Security,Republican,AZ
0.0305,0.0241,0.0314,114,Armed Forces and National Security,Republican,AZ
0.0305,0.0241,0.0314,114,Armed Forces and National Security,Republican,AZ
0,0.0172,0.0052,114,Taxation,Republican,AZ
0.0198,0.0241,0.0213,114,Public Lands and Natural Resources,Republican,AZ
0.0212,0.0241,0.0228,114,Immigration,Republican,AZ
0,0.0241,0.005,114,Animals,Republican,AZ
0.0212,0.0241,0.0228,114,Immigration,Republican,AZ
0,0.0241,0.0035,114,Agriculture and Food,Republican,AZ
0,0.0241,0.0035,114,Agriculture and Food,Republican,AZ
0.0261,0.0225,0.0258,115,Native Americans,Republican,AZ
0.0078,0.0204,0.0089,115,Public Lands and Natural Resources,Republican,AZ
0.0084,0.0204,0.0095,115,Immigration,Republican,AZ
0.0121,0.0204,0.0131,115,Armed Forces and National Security,Republican,AZ
0.0121,0.0204,0.0131,115,Armed Forces and National Security,Republican,AZ
0.0094,0.0204,0.0106,115,Transportation and Public Works,Republican,AZ
0.0094,0.0204,0.0106,115,Transportation and Public Works,Republican,AZ
0.0031,0.0204,0.0046,115,Environmental Protection,Republican,AZ
0.0067,0.0204,0.0081,115,Health,Republican,AZ
0.0084,0.0204,0.0095,115,Immigration,Republican,AZ
0.0018,0.0204,0.0036,115,Finance and Financial Sector,Republican,AZ
0.0101,0.0204,0.0118,115,Crime and Law Enforcement,Republican,AZ
0.0121,0.0204,0.0131,115,Armed Forces and National Security,Republican,AZ
0.0228,0.0204,0.0251,115,Emergency Management,Republican,AZ
0.0121,0.0204,0.0131,115,Armed Forces and National Security,Republican,AZ
0.0121,0.0204,0.0131,115,Armed Forces and National Security,Republican,AZ
0.0067,0.0204,0.0081,115,Health,Republican,AZ
0.0121,0.0204,0.0131,115,Armed Forces and National Security,Republican,AZ
0,0.0204,0.0028,115,None reported,Republican,AZ
0,0.0163,0.0026,113,Taxation,Republican,KY
0.0032,0.0229,0.0057,113,Environmental Protection,Republican,KY
0.001,0.0229,0.0034,113,Labor and Employment,Republican,KY
0.0127,0.0229,0.0161,113,Armed Forces and National Security,Republican,KY
0.0019,0.0229,0.0044,113,Finance and Financial Sector,Republican,KY
0.0132,0.0247,0.0185,113,International Affairs,Republican,KY
0.0032,0.0229,0.0057,113,Environmental Protection,Republican,KY
0,0.0163,0.0026,113,Taxation,Republican,KY
0.0099,0.0229,0.013,113,Transportation and Public Works,Republican,KY
0.007,0.0229,0.0099,113,Health,Republican,KY
0.0082,0.0229,0.0109,113,Public Lands and Natural Resources,Republican,KY
0,0.0163,0.0026,113,Taxation,Republican,KY
0.0032,0.0229,0.0057,113,Environmental Protection,Republican,KY
0.0096,0.0229,0.0149,113,Economics and Public Finance,Republican,KY
0,0.0163,0.0052,113,Taxation,Republican,KY
0.0063,0.0229,0.0112,113,Environmental Protection,Republican,KY
0,0.0163,0.0052,113,Taxation,Republican,KY
0.0207,0.0241,0.0235,114,Armed Forces and National Security,Republican,KY
0,0.0172,0.0039,114,Taxation,Republican,KY
0.0207,0.0241,0.0235,114,Armed Forces and National Security,Republican,KY
0.0173,0.0241,0.0211,114,Crime and Law Enforcement,Republican,KY
0.0173,0.0241,0.0211,114,Crime and Law Enforcement,Republican,KY
0.0216,0.0261,0.0269,114,International Affairs,Republican,KY
0.0115,0.0241,0.0145,114,Health,Republican,KY
0.0032,0.0241,0.0065,114,Finance and Financial Sector,Republican,KY
0,0.0241,0.0018,114,Environmental Protection,Republican,KY
0,0.0261,0.0058,114,International Affairs,Republican,KY
6.00E-04,0.0204,0.0021,115,Labor and Employment,Republican,KY
0.0153,0.0483,0.0185,115,Government Operations and Politics,Republican,KY
0,0.0146,0.0016,115,Taxation,Republican,KY
0.0016,0.0204,0.003,115,Energy,Republican,KY
0.0275,0.0442,0.0323,115,Environmental Protection,Republican,KY
0.0131,0.0229,0.0132,113,Housing and Community Development,Democratic,NJ
0.0895,0.0229,0.0671,113,Emergency Management,Democratic,NJ
0,0.0163,0.0059,113,Taxation,Democratic,NJ
0.0321,0.0229,0.0244,113,Public Lands and Natural Resources,Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0,0.0163,0.0059,113,Taxation,Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0895,0.0229,0.0671,113,Emergency Management,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0216,0.0229,0.0181,113,Commerce,Democratic,NJ
0.0895,0.0229,0.0671,113,Emergency Management,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0077,0.0229,0.01,113,Finance and Financial Sector,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0077,0.0229,0.01,113,Finance and Financial Sector,Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0,0.0163,0.0059,113,Taxation,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0386,0.0229,0.0291,113,Transportation and Public Works,Democratic,NJ
0,0.0163,0.0059,113,Taxation,Democratic,NJ
0.0216,0.0229,0.0181,113,Commerce,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0.0077,0.0229,0.01,113,Finance and Financial Sector,Democratic,NJ
0.0052,0.0229,0.0086,113,Education,Democratic,NJ
0.0131,0.0229,0.0132,113,Housing and Community Development,Democratic,NJ
0.0492,0.0229,0.0359,113,Armed Forces and National Security,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0,0.0163,0.0059,113,Taxation,Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0.0414,0.0229,0.0322,113,Crime and Law Enforcement,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0.0131,0.0229,0.0132,113,Housing and Community Development,Democratic,NJ
0,0.0163,0.0059,113,Taxation,Democratic,NJ
0.0386,0.0229,0.0291,113,Transportation and Public Works,Democratic,NJ
0,0.0163,0.0059,113,Taxation,Democratic,NJ
0.0131,0.0229,0.0132,113,Housing and Community Development,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0,0.0163,0.0059,113,Taxation,Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0,0.0229,0.0059,113,Foreign Trade and International Finance,Democratic,NJ
0.0131,0.0229,0.0132,113,Housing and Community Development,Democratic,NJ
0.0351,0.0229,0.0248,113,"Civil Rights and Liberties, Minority Issues",Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0.0131,0.0229,0.0132,113,Housing and Community Development,Democratic,NJ
0.0392,0.0229,0.028,113,Families,Democratic,NJ
0.0738,0.0229,0.0576,113,"Arts, Culture, Religion",Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0.0277,0.0229,0.0223,113,Health,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0077,0.0229,0.01,113,Finance and Financial Sector,Democratic,NJ
0.0128,0.0229,0.0128,113,Environmental Protection,Democratic,NJ
0.0128,0.0229,0.0128,113,Environmental Protection,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0895,0.0229,0.0671,113,Emergency Management,Democratic,NJ
0.0895,0.0229,0.0671,113,Emergency Management,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0513,0.0247,0.041,113,International Affairs,Democratic,NJ
0.0216,0.0229,0.0181,113,Commerce,Democratic,NJ
0,0.0163,0.0059,113,Taxation,Democratic,NJ
0.097,0.0247,0.0786,113,International Affairs,Democratic,NJ
0.097,0.0247,0.0786,113,International Affairs,Democratic,NJ
0.097,0.0247,0.0786,113,International Affairs,Democratic,NJ
0.097,0.0247,0.0786,113,International Affairs,Democratic,NJ
0.097,0.0247,0.0786,113,International Affairs,Democratic,NJ
0.0101,0.0229,0.0127,114,Energy,Democratic,NJ
0.0379,0.0229,0.0331,114,Transportation and Public Works,Democratic,NJ
0.0112,0.0229,0.0217,114,Agriculture and Food,Democratic,NJ
0.0076,0.0229,0.0114,114,Finance and Financial Sector,Democratic,NJ
0.0129,0.0229,0.015,114,Housing and Community Development,Democratic,NJ
0.0272,0.0229,0.0253,114,Health,Democratic,NJ
0.0272,0.0229,0.0253,114,Health,Democratic,NJ
0.0504,0.0247,0.0465,114,International Affairs,Democratic,NJ
0.0212,0.0229,0.0206,114,Commerce,Democratic,NJ
0.0504,0.0247,0.0465,114,International Affairs,Democratic,NJ
0.0272,0.0229,0.0253,114,Health,Democratic,NJ
0,0.0163,0.0068,114,Taxation,Democratic,NJ
0.0125,0.0229,0.0145,114,Environmental Protection,Democratic,NJ
0.0051,0.0229,0.0098,114,Education,Democratic,NJ
0.0344,0.0229,0.0282,114,"Civil Rights and Liberties, Minority Issues",Democratic,NJ
0.0076,0.0229,0.0114,114,Finance and Financial Sector,Democratic,NJ
0,0.0163,0.0068,114,Taxation,Democratic,NJ
0.0504,0.0247,0.0465,114,International Affairs,Democratic,NJ
0.0076,0.0229,0.0114,114,Finance and Financial Sector,Democratic,NJ
0.0125,0.0229,0.0145,114,Environmental Protection,Democratic,NJ
0.0212,0.0229,0.0206,114,Commerce,Democratic,NJ
0.0379,0.0229,0.0331,114,Transportation and Public Works,Democratic,NJ
0,0.0163,0.0068,114,Taxation,Democratic,NJ
0.0272,0.0229,0.0253,114,Health,Democratic,NJ
0.019,0.0229,0.0192,114,Economics and Public Finance,Democratic,NJ
0.0272,0.0229,0.0253,114,Health,Democratic,NJ
0.0483,0.0229,0.0407,114,Armed Forces and National Security,Democratic,NJ
0.0272,0.0229,0.0253,114,Health,Democratic,NJ
0.0483,0.0229,0.0407,114,Armed Forces and National Security,Democratic,NJ
0.0272,0.0229,0.0253,114,Health,Democratic,NJ
0.0129,0.0229,0.015,114,Housing and Community Development,Democratic,NJ
0.0076,0.0229,0.0114,114,Finance and Financial Sector,Democratic,NJ
0.0125,0.0229,0.0145,114,Environmental Protection,Democratic,NJ
0.0125,0.0229,0.0145,114,Environmental Protection,Democratic,NJ
0.0272,0.0229,0.0253,114,Health,Democratic,NJ
0,0.0163,0.0068,114,Taxation,Democratic,NJ
0,0.0163,0.0068,114,Taxation,Democratic,NJ
0.0379,0.0229,0.0331,114,Transportation and Public Works,Democratic,NJ
0,0.0163,0.0068,114,Taxation,Democratic,NJ
0.0725,0.0229,0.0651,114,"Arts, Culture, Religion",Democratic,NJ
0.0406,0.0229,0.0365,114,Crime and Law Enforcement,Democratic,NJ
0.0051,0.0229,0.0098,114,Education,Democratic,NJ
0.0076,0.0229,0.0114,114,Finance and Financial Sector,Democratic,NJ
0,0.0163,0.0068,114,Taxation,Democratic,NJ
0.0879,0.0229,0.0758,114,Emergency Management,Democratic,NJ
0.0504,0.0247,0.0465,114,International Affairs,Democratic,NJ
0.0129,0.0229,0.015,114,Housing and Community Development,Democratic,NJ
0.0504,0.0247,0.0465,114,International Affairs,Democratic,NJ
0.0879,0.0229,0.0758,114,Emergency Management,Democratic,NJ
0.0406,0.0229,0.0365,114,Crime and Law Enforcement,Democratic,NJ
0.0272,0.0229,0.0253,114,Health,Democratic,NJ
0.0212,0.0229,0.0206,114,Commerce,Democratic,NJ
0.0039,0.0229,0.0089,114,Labor and Employment,Democratic,NJ
